filename,lines_of_code,number_of_commits,number_of_authors,filetype,date_of_first_commit,date_of_last_commit
./packages/ember-metal/lib/streams/conditional.js,53,2,2,js,2014-12-19,2015-01-26
./packages/ember-metal/lib/streams/simple.js,63,6,2,js,2014-08-29,2015-01-26
./packages/ember-metal/lib/observer.js,116,43,12,js,2011-12-12,2014-11-24
./packages/ember-application/tests/system/initializers_test.js,346,21,16,js,2012-12-28,2015-02-02
./packages/ember-application/tests/system/dependency_injection/to_string_test.js,66,11,9,js,2013-08-27,2015-02-02
./packages/ember-application/tests/system/dependency_injection/normalization_test.js,44,7,6,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/dependency_injection/custom_resolver_test.js,36,10,7,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/dependency_injection/default_resolver_test.js,182,25,12,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/instance_initializers_test.js,348,4,3,js,2015-01-21,2015-02-02
./packages/ember-application/tests/system/logging_test.js,235,16,8,js,2013-05-18,2015-02-02
./packages/ember-application/tests/system/readiness_test.js,131,19,8,js,2012-08-16,2015-02-02
./packages/ember-application/tests/system/dependency_injection_test.js,76,16,11,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/visit_test.js,85,2,1,js,2015-01-29,2015-01-29
./packages/ember-application/tests/system/controller_test.js,161,26,11,js,2013-01-27,2015-02-02
./packages/ember-application/tests/system/application_test.js,304,90,28,js,2012-05-16,2015-02-02
./packages/ember-application/tests/system/reset_test.js,283,32,13,js,2013-02-09,2015-02-02
./packages/ember-application/lib/system/resolver.js,402,36,15,js,2013-03-17,2015-02-01
./packages/ember-application/lib/system/application.js,1145,267,68,js,2012-05-16,2015-02-01
./packages/ember-application/lib/system/application-instance.js,191,7,3,js,2015-01-21,2015-01-29
./packages/ember-application/lib/ext/controller.js,179,41,16,js,2013-01-27,2015-01-31
./packages/ember-application/lib/main.js,23,15,9,js,2012-05-16,2014-10-01
./config/s3ProjectConfig.js,51,9,4,js,2014-07-28,2014-12-23
./features.json,31,149,41,json,2013-10-22,2015-01-29
./bower.json,15,45,18,json,2014-04-16,2015-02-02
./yuidoc.json,24,3,3,json,2014-10-23,2014-12-30
./package.json,30,105,25,json,2011-05-17,2015-02-02
./config/package_manager_files/component.json,12,6,4,json,2014-06-17,2014-12-29
./config/package_manager_files/composer.json,28,6,4,json,2014-06-17,2014-12-29
./config/package_manager_files/bower.json,10,5,3,json,2014-06-17,2014-12-29
./config/package_manager_files/package.json,12,5,3,json,2014-06-17,2014-12-29
./packages/ember-htmlbars/lib/templates/component.hbs,0,1,1,hbs,2014-12-10,2014-12-10
./packages/ember-htmlbars/lib/templates/select.hbs,1,2,2,hbs,2014-11-19,2014-11-26
./packages/ember-htmlbars/lib/templates/empty.hbs,0,1,1,hbs,2014-12-21,2014-12-21
./lib/ember/source.rb,9,2,2,rb,2013-02-20,2013-05-02
./lib/ember/version.rb,11,6,4,rb,2013-04-21,2013-10-17
./scripts/list_file_sizes.rb,43,1,1,rb,2012-04-21,2012-04-21
./tests/index.html,146,89,16,html,2011-12-09,2015-02-02
